000,CD,8
1,CD,21
10,CD,4
100,CD,2
102,CD,2
11,CD,4
110,CD,1
120,CD,1
13,CD,1
130,CD,1
13th,CD,1
13th,JJ,2
140,CD,1
15,CD,3
150,CD,2
15y,CD,1
160,CD,2
17,CD,1
178,CD,1
1789,CD,3
1797,CD,1
17th,CD,1
18,CD,2
1805,CD,21
1806,CD,8
1807,CD,13
1808,CD,3
1809,CD,16
1810,CD,2
1811,CD,6
1812,CD,45
1813,CD,11
1815,CD,1
1820,CD,4
18th,CD,1
1st,CD,1
2,CD,42
20,CD,1
217,CD,1
22,CD,2
22nd,CD,1
23,CD,1
23rd,CD,1
24,CD,2
24th,CD,1
25,CD,2
25th,CD,1
26,CD,1
27,CD,1
27th,CD,1
3,CD,16
30,CD,5
31,CD,1
3rd,CD,4
4,CD,7
40,CD,1
4th,CD,1
4x,CD,1
5,CD,4
50,CD,1
6,CD,6
60,CD,1
62,CD,1
666,CD,6
671,CD,1
6th,CD,2
7,CD,3
70,CD,2
700,CD,1
7th,CD,1
8,CD,2
80,CD,2
800,CD,2
86th,CD,1
8th,CD,1
9,CD,3
90,CD,1
9th,CD,1
a,DT,10525
aah,NN,1
ab,RB,1
aback,RB,3
abacus,NN,1
abandon,VB,23
abandon,VBP,2
abandoned,VBD,10
abandoned,VBN,44
abandoning,JJ,1
abandoning,VBG,25
abandonment,JJ,1
abandonment,NN,13
abandons,NNS,1
abasement,VBP,1
abashed,JJ,5
abashed,VBD,2
abashed,VBN,6
abate,NN,1
abate,VB,1
abbreviations,NNS,1
abbé,JJ,1
abbé,NN,18
abc,VBZ,1
abdicate,VB,1
abdomen,NNS,2
abdomens,NNS,2
abduction,NN,3
abductors,NNS,1
abhorrence,NN,1
ability,NN,4
ablaze,JJ,1
ablaze,RP,1
able,JJ,107
abnegation,NN,2
abnormal,JJ,1
abnormally,RB,1
abodes,NNS,1
abolishing,VBG,1
abolition,NN,1
abominable,JJ,7
abominably,RB,1
abounding,VBG,1
about,IN,935
about,RB,74
about,RP,2
above,IN,139
above,JJ,2
above,RB,2
above,VB,3
aboveboard,NN,1
abreast,NN,3
abreast,RB,1
abreast,VBP,1
abroad,RB,33
abrupt,JJ,6
abruptly,RB,10
abrámovna,NN,1
absence,NN,47
absence,VB,1
absent,JJ,10
absent,NN,26
absentees,NNS,1
absently,RB,6
absolute,JJ,10
absolute,NN,6
absolutely,RB,21
absolved,VBD,1
absorb,VB,1
absorbed,IN,1
absorbed,JJ,2
absorbed,NNS,1
absorbed,VBD,10
absorbed,VBN,18
absorption,NN,2
abstain,VB,1
abstain,VBP,1
abstained,VBN,2
abstaining,VBG,2
abstemious,JJ,1
abstention,NN,1
abstiens,NNS,1
abstract,JJ,7
abstract,VB,2
abstraction,NN,6
absurd,JJ,10
absurd,RB,2
absurd,VB,1
absurdity,NN,4
absurdly,RB,1
abundance,NN,3
abundance,VBN,1
abundant,JJ,2
abundantly,RB,1
abuse,NN,10
abused,VBD,3
abused,VBN,2
abuses,NNS,2
abusing,VBG,3
abyss,NN,3
academy,NN,1
accelerate,VB,1
accent,JJ,2
accent,NN,9
accents,NNS,1
accentuated,VBD,1
accentuating,VBG,2
accept,JJ,1
accept,VB,20
accept,VBP,2
acceptance,NN,1
accepted,JJ,1
accepted,VBD,16
accepted,VBN,17
accepting,VBG,3
accepts,VBZ,2
access,NN,1
accessible,JJ,3
accident,JJ,1
accident,NN,4
accidental,JJ,2
accidentally,RB,6
accidently,RB,1
accidents,NNS,2
acclaimed,VBN,1
acclamations,NNS,2
accommodate,VB,1
accommodated,VBN,1
accommodation,NN,2
accompanied,VBD,11
accompanied,VBN,33
accompanies,VBZ,2
accompaniment,NN,2
accompany,VB,7
accompany,VBD,1
accompany,VBP,1
accompanying,VBG,9
accomplish,VB,4
accomplished,VBD,1
accomplished,VBN,19
accomplishing,VBG,1
accomplishment,NN,2
accomplishments,NNS,1
accord,NN,22
accord,VB,1
accord,VBP,1
accordance,NN,5
accorded,VBD,1
according,VBG,70
accordingly,RB,4
accoucheur,JJ,1
account,NN,65
account,VB,4
accountant,JJ,1
accountant,NN,8
accounted,VBN,2
accounts,NNS,22
accouterments,NNS,1
accrue,VB,1
accumulated,VBN,1
accuracy,NN,5
accurate,JJ,1
accurate,NN,1
accurately,RB,5
accusations,NNS,2
accuse,NN,1
accuse,VB,1
accused,JJ,1
accused,VBD,1
accused,VBN,9
accusers,NNS,1
accuses,VBZ,2
accusing,VBG,1
accustom,VB,3
accustomed,JJ,10
accustomed,RP,1
accustomed,VBD,3
accustomed,VBN,29
ace,VBP,1
ache,NN,1
ache,VB,2
aches,NNS,3
achieve,VB,4
achieved,VBN,4
achievement,JJ,1
achievement,NN,5
achievements,NNS,1
achilles,NNS,4
achilles,VBZ,2
aching,VBG,4
achtung,JJ,1
acid,NN,1
acknowledge,VB,5
acknowledge,VBP,1
acknowledged,VBD,4
acknowledged,VBN,2
acknowledging,VBG,6
acknowledgment,NN,2
acme,NN,2
acquaintance,NN,39
acquaintances,NNS,38
acquaintances,VBZ,1
acquainted,VBN,18
acquire,VB,2
acquired,VBD,5
acquired,VBN,7
acquiring,VBG,2
acquitted,VBN,1
acre,NN,1
acres,NNS,3
acrid,JJ,1
across,IN,115
across,NN,1
act,IN,1
act,NN,30
act,VB,32
act,VBP,1
acte,VBZ,2
acted,VBD,17
acted,VBN,6
acting,JJ,1
acting,VBG,15
action,NN,195
actions,NNS,71
active,JJ,22
actively,RB,2
activities,NNS,12
activity,NN,109
actor,NN,4
actors,NNS,3
actress,NN,4
actresses,NNS,3
acts,NNS,6
acts,VBZ,3
actual,JJ,15
actually,RB,13
actuated,VBN,2
acute,JJ,6
acute,NN,1
acutely,RB,3
adam,IN,1
adam,NN,2
adapt,VB,1
adaptations,NNS,1
adapted,VBD,1
adapted,VBN,1
adapting,VBG,2
add,VB,8
added,JJ,4
added,VBD,194
added,VBN,12
addicted,VBN,1
adding,VBG,10
addition,NN,4
additional,JJ,3
additions,NNS,1
address,JJ,1
address,NN,9
address,VB,18
address,VBP,1
addressed,JJ,3
addressed,VBD,48
addressed,VBN,10
addressing,VBG,70
adducing,VBG,1
adept,NN,2
adequately,RB,1
adhere,VB,1
adhered,VBN,1
adherents,NNS,4
adhesion,NN,1
adieu,JJ,1
adieu,NN,3
adieu,VBP,1
adjacent,JJ,3
adjoining,NN,4
adjoining,VBG,7
adjust,VB,1
adjusted,VBD,7
adjusted,VBN,2
adjusting,VBG,4
adjutant,JJ,52
adjutant,NN,114
adjutants,NNS,37
adjutants,VBZ,1
administer,VB,2
administered,VBN,4
administration,NN,4
administrative,JJ,6
administrator,NN,4
administrators,NNS,1
admirable,JJ,9
admirable,NN,1
admirably,RB,2
admiral,JJ,1
admiration,NN,10
admire,NN,1
admire,VB,1
admire,VBP,1
admired,JJ,1
admired,VBD,10
admired,VBN,1
admirer,NN,2
admires,VBZ,1
admiring,VBG,5
admiringly,RB,1
admission,NN,3
admit,NN,4
admit,VB,34
admit,VBP,6
admits,VBZ,3
admitted,VBD,13
admitted,VBN,14
admitting,NN,1
admitting,VBG,15
admonish,VB,2
admonishing,VBG,1
admonishingly,RB,1
admonitory,JJ,1
adonai,VB,1
adopt,VB,7
adopted,VBD,8
adopted,VBN,8
adopting,VBG,3
adorable,JJ,2
adoration,NN,4
adore,RB,2
adore,VB,1
adored,JJ,6
adored,VBD,5
adored,VBN,4
adorer,NN,3
adorer,RB,1
adorers,NNS,1
adores,VBZ,1
adoring,VBG,2
adorn,VB,2
adorning,VBG,1
adornment,NN,1
adroit,JJ,4
adroit,NN,1
adroitly,RB,2
adroitness,NN,3
adráksin,JJ,1
adráksin,NN,3
adulation,IN,1
adulation,NN,1
advance,NN,36
advance,VB,28
advanced,JJ,15
advanced,VBD,28
advanced,VBN,13
advances,NNS,2
advancing,VBG,27
advantage,NN,30
advantageous,JJ,14
advantageously,RB,3
advantages,NNS,14
adve,NN,1
advent,NN,1
adventure,NN,2
adventures,NNS,6
adversary,JJ,2
advice,JJ,1
advice,NN,30
advisable,JJ,1
advise,NN,1
advise,VB,4
advise,VBP,3
advised,VBD,20
advised,VBN,2
adviser,NN,1
advisers,NNS,9
advising,VBG,3
advocated,VBN,1
advocates,NNS,2
advocates,VBZ,1
advocating,VBG,1
adèle,NN,1
aerial,JJ,1
afar,NN,1
afar,VB,1
affability,NN,1
affable,JJ,2
affably,RB,1
affair,JJ,2
affair,NN,74
affaires,NNS,1
affaires,VBZ,1
affairs,NNS,120
affect,VB,6
